home_team,away_team,home_score,away_score,home_odds,away_odds,date,stadium,attendance,season,league,pitcher_home,pitcher_away,weather,runs,hits,errors
Seattle Mariners,Cleveland Indians,8,5,1.95,1.95,2000-04-26,Safeco Field,,2000,MLB,,,,13,20,1
Oakland Athletics,Toronto Blue Jays,11,2,1.95,1.95,2000-04-26,Network Associates Coliseum,,2000,MLB,,,,13,16,0
Florida Marlins,San Francisco Giants,7,8,1.95,1.95,2000-04-26,Pro Player Stadium,,2000,MLB,,,,15,27,5
New York Yankees,Minnesota Twins,2,0,1.95,1.95,2000-04-26,Yankee Stadium I,,2000,MLB,,,,2,11,1
Texas Rangers,Boston Red Sox,4,14,1.95,1.95,2000-04-26,The Ballpark at Arlington,,2000,MLB,,,,18,31,2
Seattle Mariners,Cleveland Indians,3,5,1.95,1.95,2000-04-26,Safeco Field,,2000,MLB,,,,8,18,0
Montreal Expos,Colorado Rockies,9,2,1.95,1.95,2000-04-26,Olympic Stadium,,2000,MLB,,,,11,17,1
Pittsburgh Pirates,San Diego Padres,9,8,1.95,1.95,2000-04-26,Three Rivers Stadium,,2000,MLB,,,,17,22,2
Philadelphia Phillies,Arizona Diamondbacks,4,10,1.95,1.95,2000-04-26,Veterans Stadium,,2000,MLB,,,,14,15,1
New York Mets,Cincinnati Reds,1,12,1.95,1.95,2000-04-26,Shea Stadium,,2000,MLB,,,,13,22,1
Atlanta Braves,Los Angeles Dodgers,5,1,1.95,1.95,2000-04-26,Turner Field,,2000,MLB,,,,6,14,1
Houston Astros,Chicago Cubs,8,13,1.95,1.95,2000-04-27,Enron Field,,2000,MLB,,,,21,27,4
Kansas City Royals,Tampa Bay Devil Rays,7,6,1.95,1.95,2000-04-27,Kauffman Stadium,,2000,MLB,,,,13,20,3
Chicago White Sox,Baltimore Orioles,11,6,1.95,1.95,2000-04-27,Comiskey Park,,2000,MLB,,,,17,20,2
St. Louis Cardinals,Milwaukee Brewers,7,0,1.95,1.95,2000-04-27,Busch Stadium I,,2000,MLB,,,,7,13,1
Anaheim Angels,Detroit Tigers,6,1,1.95,1.95,2000-04-27,Edison International Field,,2000,MLB,,,,7,16,0
Oakland Athletics,Toronto Blue Jays,2,4,1.95,1.95,2000-04-27,Network Associates Coliseum,,2000,MLB,,,,6,15,0
New York Mets,Cincinnati Reds,1,2,1.95,1.95,2000-04-27,Shea Stadium,,2000,MLB,,,,3,14,0
Atlanta Braves,Los Angeles Dodgers,6,3,1.95,1.95,2000-04-27,Turner Field,,2000,MLB,,,,9,18,4
St. Louis Cardinals,Milwaukee Brewers,4,8,1.95,1.95,2000-04-27,Busch Stadium I,,2000,MLB,,,,12,16,1
Pittsburgh Pirates,San Diego Padres,4,12,1.95,1.95,2000-04-27,Three Rivers Stadium,,2000,MLB,,,,16,19,1
Philadelphia Phillies,Arizona Diamondbacks,5,4,1.95,1.95,2000-04-27,Veterans Stadium,,2000,MLB,,,,9,16,0
Houston Astros,Chicago Cubs,3,12,1.95,1.95,2000-04-27,Enron Field,,2000,MLB,,,,15,19,3
Chicago White Sox,Baltimore Orioles,13,4,1.95,1.95,2000-04-28,Comiskey Park,,2000,MLB,,,,17,22,2
Anaheim Angels,Tampa Bay Devil Rays,3,7,1.95,1.95,2000-04-28,Edison International Field,,2000,MLB,,,,10,18,1
Chicago Cubs,Arizona Diamondbacks,6,5,1.95,1.95,2000-04-28,Wrigley Field,,2000,MLB,,,,11,17,1
Cleveland Indians,Boston Red Sox,4,3,1.95,1.95,2000-04-28,Jacobs Field,,2000,MLB,,,,7,15,1
Pittsburgh Pirates,Cincinnati Reds,2,1,1.95,1.95,2000-04-28,Three Rivers Stadium,,2000,MLB,,,,3,11,1
Baltimore Orioles,Texas Rangers,4,3,1.95,1.95,2000-04-28,Oriole Park at Camden Yards,,2000,MLB,,,,7,17,0
Philadelphia Phillies,St. Louis Cardinals,4,7,1.95,1.95,2000-04-28,Veterans Stadium,,2000,MLB,,,,11,19,0
Detroit Tigers,Chicago White Sox,2,3,1.95,1.95,2000-04-28,Comerica Park,,2000,MLB,,,,5,16,2
New York Yankees,Toronto Blue Jays,6,0,1.95,1.95,2000-04-28,Yankee Stadium I,,2000,MLB,,,,6,11,3
Milwaukee Brewers,Houston Astros,0,7,1.95,1.95,2000-04-28,Milwaukee County Stadium,,2000,MLB,,,,7,9,3
Kansas City Royals,Seattle Mariners,8,5,1.95,1.95,2000-04-29,Kauffman Stadium,,2000,MLB,,,,13,21,0
Minnesota Twins,Oakland Athletics,2,5,1.95,1.95,2000-04-29,Hubert H. Humphrey Metrodome,,2000,MLB,,,,7,13,3
Colorado Rockies,New York Mets,12,5,1.95,1.95,2000-04-29,Coors Field,,2000,MLB,,,,17,26,1
Anaheim Angels,Tampa Bay Devil Rays,2,11,1.95,1.95,2000-04-29,Edison International Field,,2000,MLB,,,,13,26,1
San Diego Padres,Atlanta Braves,2,7,1.95,1.95,2000-04-29,Qualcomm Stadium,,2000,MLB,,,,9,15,1
Los Angeles Dodgers,Florida Marlins,5,3,1.95,1.95,2000-04-29,Dodger Stadium,,2000,MLB,,,,8,16,3
San Francisco Giants,Montreal Expos,3,9,1.95,1.95,2000-04-29,PacBell Park,,2000,MLB,,,,12,19,0
Cleveland Indians,Boston Red Sox,3,2,1.95,1.95,2000-04-29,Jacobs Field,,2000,MLB,,,,5,10,1
Detroit Tigers,Chicago White Sox,1,2,1.95,1.95,2000-04-29,Comerica Park,,2000,MLB,,,,3,11,0
New York Yankees,Toronto Blue Jays,2,6,1.95,1.95,2000-04-29,Yankee Stadium I,,2000,MLB,,,,8,25,2
Pittsburgh Pirates,Cincinnati Reds,5,6,1.95,1.95,2000-04-29,Three Rivers Stadium,,2000,MLB,,,,11,16,3
Baltimore Orioles,Texas Rangers,3,1,1.95,1.95,2000-04-29,Oriole Park at Camden Yards,,2000,MLB,,,,4,15,1
Milwaukee Brewers,Houston Astros,3,10,1.95,1.95,2000-04-29,Milwaukee County Stadium,,2000,MLB,,,,13,12,0
Chicago Cubs,Arizona Diamondbacks,4,7,1.95,1.95,2000-04-29,Wrigley Field,,2000,MLB,,,,11,19,1
Colorado Rockies,New York Mets,6,13,1.95,1.95,2000-04-29,Coors Field,,2000,MLB,,,,19,33,3
San Francisco Giants,Montreal Expos,2,1,1.95,1.95,2000-04-29,PacBell Park,,2000,MLB,,,,3,12,0
Minnesota Twins,Oakland Athletics,2,6,1.95,1.95,2000-04-29,Hubert H. Humphrey Metrodome,,2000,MLB,,,,8,17,0
Philadelphia Phillies,St. Louis Cardinals,6,7,1.95,1.95,2000-04-29,Veterans Stadium,,2000,MLB,,,,13,19,1
Kansas City Royals,Seattle Mariners,3,11,1.95,1.95,2000-04-30,Kauffman Stadium,,2000,MLB,,,,14,27,2
Los Angeles Dodgers,Florida Marlins,13,12,1.95,1.95,2000-04-30,Dodger Stadium,,2000,MLB,,,,25,29,5
Anaheim Angels,Tampa Bay Devil Rays,7,6,1.95,1.95,2000-04-30,Edison International Field,,2000,MLB,,,,13,29,2
San Diego Padres,Atlanta Braves,4,7,1.95,1.95,2000-04-30,Qualcomm Stadium,,2000,MLB,,,,11,20,0
Cleveland Indians,Boston Red Sox,1,2,1.95,1.95,2000-04-30,Jacobs Field,,2000,MLB,,,,3,13,1
Detroit Tigers,Chicago White Sox,4,3,1.95,1.95,2000-04-30,Comerica Park,,2000,MLB,,,,7,25,2
New York Yankees,Toronto Blue Jays,7,1,1.95,1.95,2000-04-30,Yankee Stadium I,,2000,MLB,,,,8,21,1
Pittsburgh Pirates,Cincinnati Reds,2,6,1.95,1.95,2000-04-30,Three Rivers Stadium,,2000,MLB,,,,8,16,0
Baltimore Orioles,Texas Rangers,4,8,1.95,1.95,2000-04-30,Oriole Park at Camden Yards,,2000,MLB,,,,12,23,2
Philadelphia Phillies,St. Louis Cardinals,3,4,1.95,1.95,2000-04-30,Veterans Stadium,,2000,MLB,,,,7,17,1
Kansas City Royals,Seattle Mariners,6,3,1.95,1.95,2000-04-30,Kauffman Stadium,,2000,MLB,,,,9,17,3
Minnesota Twins,Oakland Athletics,2,8,1.95,1.95,2000-04-30,Hubert H. Humphrey Metrodome,,2000,MLB,,,,10,21,0
Milwaukee Brewers,Houston Astros,4,3,1.95,1.95,2000-04-30,Milwaukee County Stadium,,2000,MLB,,,,7,14,2
Chicago Cubs,Arizona Diamondbacks,0,6,1.95,1.95,2000-04-30,Wrigley Field,,2000,MLB,,,,6,18,0
Colorado Rockies,New York Mets,11,14,1.95,1.95,2000-04-30,Coors Field,,2000,MLB,,,,25,25,3
San Francisco Giants,Montreal Expos,3,4,1.95,1.95,2000-04-30,PacBell Park,,2000,MLB,,,,7,12,2
Anaheim Angels,Tampa Bay Devil Rays,5,2,1.95,1.95,2000-04-30,Edison International Field,,2000,MLB,,,,7,16,0
Los Angeles Dodgers,Florida Marlins,7,1,1.95,1.95,2000-04-30,Dodger Stadium,,2000,MLB,,,,8,12,3
San Diego Padres,Atlanta Braves,4,7,1.95,1.95,2000-05-01,Qualcomm Stadium,,2000,MLB,,,,11,14,3
Boston Red Sox,Detroit Tigers,10,6,1.95,1.95,2000-05-01,Fenway Park,,2000,MLB,,,,16,22,3
Pittsburgh Pirates,Cincinnati Reds,0,0,1.95,1.95,2000-05-01,Three Rivers Stadium,,2000,MLB,,,,0,0,0
Cleveland Indians,New York Yankees,1,2,1.95,1.95,2000-05-01,Jacobs Field,,2000,MLB,,,,3,15,0
Kansas City Royals,Oakland Athletics,5,7,1.95,1.95,2000-05-02,Kauffman Stadium,,2000,MLB,,,,12,16,3
Chicago White Sox,Toronto Blue Jays,3,5,1.95,1.95,2000-05-02,Comiskey Park,,2000,MLB,,,,8,15,0
Milwaukee Brewers,Houston Astros,0,5,1.95,1.95,2000-05-02,Milwaukee County Stadium,,2000,MLB,,,,5,13,0
Colorado Rockies,Montreal Expos,15,8,1.95,1.95,2000-05-02,Coors Field,,2000,MLB,,,,23,33,1
San Diego Padres,Florida Marlins,2,5,1.95,1.95,2000-05-02,Qualcomm Stadium,,2000,MLB,,,,7,17,0
Los Angeles Dodgers,Atlanta Braves,1,2,1.95,1.95,2000-05-02,Dodger Stadium,,2000,MLB,,,,3,12,3
San Francisco Giants,New York Mets,10,3,1.95,1.95,2000-05-02,PacBell Park,,2000,MLB,,,,13,18,2
Baltimore Orioles,Anaheim Angels,7,6,1.95,1.95,2000-05-02,Oriole Park at Camden Yards,,2000,MLB,,,,13,20,4
Boston Red Sox,Detroit Tigers,6,7,1.95,1.95,2000-05-02,Fenway Park,,2000,MLB,,,,13,28,2
Philadelphia Phillies,Cincinnati Reds,0,7,1.95,1.95,2000-05-02,Veterans Stadium,,2000,MLB,,,,7,15,4
Cleveland Indians,New York Yankees,2,4,1.95,1.95,2000-05-02,Jacobs Field,,2000,MLB,,,,6,16,1
Tampa Bay Devil Rays,Texas Rangers,1,8,1.95,1.95,2000-05-02,Tropicana Field,,2000,MLB,,,,9,14,2
Chicago Cubs,Houston Astros,11,1,1.95,1.95,2000-05-03,Wrigley Field,,2000,MLB,,,,12,20,1
Kansas City Royals,Oakland Athletics,8,7,1.95,1.95,2000-05-03,Kauffman Stadium,,2000,MLB,,,,15,24,2
Minnesota Twins,Seattle Mariners,4,5,1.95,1.95,2000-05-03,Hubert H. Humphrey Metrodome,,2000,MLB,,,,9,19,2
Chicago White Sox,Toronto Blue Jays,1,4,1.95,1.95,2000-05-03,Comiskey Park,,2000,MLB,,,,5,12,3
Milwaukee Brewers,Arizona Diamondbacks,1,5,1.95,1.95,2000-05-03,Milwaukee County Stadium,,2000,MLB,,,,6,13,1
St. Louis Cardinals,Pittsburgh Pirates,7,10,1.95,1.95,2000-05-03,Busch Stadium I,,2000,MLB,,,,17,22,4
Colorado Rockies,Montreal Expos,12,6,1.95,1.95,2000-05-03,Coors Field,,2000,MLB,,,,18,24,2
San Diego Padres,Florida Marlins,8,3,1.95,1.95,2000-05-03,Qualcomm Stadium,,2000,MLB,,,,11,17,1
Los Angeles Dodgers,Atlanta Braves,3,5,1.95,1.95,2000-05-03,Dodger Stadium,,2000,MLB,,,,8,17,3
San Francisco Giants,New York Mets,7,1,1.95,1.95,2000-05-03,PacBell Park,,2000,MLB,,,,8,19,0
Chicago Cubs,Houston Astros,4,3,1.95,1.95,2000-05-03,Wrigley Field,,2000,MLB,,,,7,15,1
Colorado Rockies,Montreal Expos,16,7,1.95,1.95,2000-05-03,Coors Field,,2000,MLB,,,,23,36,2
Baltimore Orioles,Anaheim Angels,5,6,1.95,1.95,2000-05-03,Oriole Park at Camden Yards,,2000,MLB,,,,11,17,0
Boston Red Sox,Detroit Tigers,4,2,1.95,1.95,2000-05-03,Fenway Park,,2000,MLB,,,,6,13,0
San Francisco Giants,New York Mets,8,5,1.95,1.95,2000-05-03,PacBell Park,,2000,MLB,,,,13,26,1
Philadelphia Phillies,Cincinnati Reds,5,2,1.95,1.95,2000-05-03,Veterans Stadium,,2000,MLB,,,,7,13,2
Cleveland Indians,New York Yankees,5,6,1.95,1.95,2000-05-03,Jacobs Field,,2000,MLB,,,,11,19,1
Tampa Bay Devil Rays,Texas Rangers,1,5,1.95,1.95,2000-05-03,Tropicana Field,,2000,MLB,,,,6,22,3
Kansas City Royals,Oakland Athletics,5,14,1.95,1.95,2000-05-04,Kauffman Stadium,,2000,MLB,,,,19,35,0
Minnesota Twins,Seattle Mariners,5,4,1.95,1.95,2000-05-04,Hubert H. Humphrey Metrodome,,2000,MLB,,,,9,22,1
Chicago White Sox,Toronto Blue Jays,7,3,1.95,1.95,2000-05-04,Comiskey Park,,2000,MLB,,,,10,13,1
Milwaukee Brewers,Arizona Diamondbacks,4,1,1.95,1.95,2000-05-04,Milwaukee County Stadium,,2000,MLB,,,,5,14,2
St. Louis Cardinals,Pittsburgh Pirates,2,8,1.95,1.95,2000-05-04,Busch Stadium I,,2000,MLB,,,,10,18,0
Los Angeles Dodgers,Atlanta Braves,6,4,1.95,1.95,2000-05-04,Dodger Stadium,,2000,MLB,,,,10,15,2
San Diego Padres,Florida Marlins,3,1,1.95,1.95,2000-05-04,Qualcomm Stadium,,2000,MLB,,,,4,10,4
St. Louis Cardinals,Pittsburgh Pirates,5,0,1.95,1.95,2000-05-04,Busch Stadium I,,2000,MLB,,,,5,13,1
Chicago Cubs,Houston Astros,2,6,1.95,1.95,2000-05-04,Wrigley Field,,2000,MLB,,,,8,18,1
Baltimore Orioles,Anaheim Angels,5,8,1.95,1.95,2000-05-04,Oriole Park at Camden Yards,,2000,MLB,,,,13,20,1
Philadelphia Phillies,Cincinnati Reds,14,1,1.95,1.95,2000-05-04,Veterans Stadium,,2000,MLB,,,,15,28,0
San Francisco Giants,New York Mets,7,2,1.95,1.95,2000-05-04,PacBell Park,,2000,MLB,,,,9,11,1
Toronto Blue Jays,Cleveland Indians,8,1,1.95,1.95,2000-05-04,SkyDome,,2000,MLB,,,,9,17,1
Tampa Bay Devil Rays,Texas Rangers,8,7,1.95,1.95,2000-05-04,Tropicana Field,,2000,MLB,,,,15,24,2
Minnesota Twins,Detroit Tigers,6,8,1.95,1.95,2000-05-05,Hubert H. Humphrey Metrodome,,2000,MLB,,,,14,22,1
Milwaukee Brewers,Arizona Diamondbacks,2,6,1.95,1.95,2000-05-05,Milwaukee County Stadium,,2000,MLB,,,,8,14,0
Chicago Cubs,Pittsburgh Pirates,2,4,1.95,1.95,2000-05-05,Wrigley Field,,2000,MLB,,,,6,15,1
Cincinnati Reds,St. Louis Cardinals,3,2,1.95,1.95,2000-05-05,Cinergy Field,,2000,MLB,,,,5,15,0
Boston Red Sox,Tampa Bay Devil Rays,5,3,1.95,1.95,2000-05-05,Fenway Park,,2000,MLB,,,,8,18,0
Toronto Blue Jays,Cleveland Indians,11,10,1.95,1.95,2000-05-05,SkyDome,,2000,MLB,,,,21,33,1
Florida Marlins,New York Mets,1,4,1.95,1.95,2000-05-05,Pro Player Stadium,,2000,MLB,,,,5,9,2
New York Yankees,Baltimore Orioles,12,10,1.95,1.95,2000-05-05,Yankee Stadium I,,2000,MLB,,,,22,30,1
Atlanta Braves,Philadelphia Phillies,6,5,1.95,1.95,2000-05-05,Turner Field,,2000,MLB,,,,11,18,4
Texas Rangers,Oakland Athletics,17,16,1.95,1.95,2000-05-06,The Ballpark at Arlington,,2000,MLB,,,,33,37,2
Minnesota Twins,Detroit Tigers,8,10,1.95,1.95,2000-05-06,Hubert H. Humphrey Metrodome,,2000,MLB,,,,18,25,1
Kansas City Royals,Chicago White Sox,5,1,1.95,1.95,2000-05-06,Kauffman Stadium,,2000,MLB,,,,6,18,2
Milwaukee Brewers,Montreal Expos,2,10,1.95,1.95,2000-05-06,Milwaukee County Stadium,,2000,MLB,,,,12,21,2
Arizona Diamondbacks,San Diego Padres,5,3,1.95,1.95,2000-05-06,Bank One Ballpark,,2000,MLB,,,,8,13,3
Seattle Mariners,Anaheim Angels,5,6,1.95,1.95,2000-05-06,Safeco Field,,2000,MLB,,,,11,22,3
Los Angeles Dodgers,Houston Astros,3,2,1.95,1.95,2000-05-06,Dodger Stadium,,2000,MLB,,,,5,13,2
San Francisco Giants,Colorado Rockies,5,0,1.95,1.95,2000-05-06,PacBell Park,,2000,MLB,,,,5,9,1
Boston Red Sox,Tampa Bay Devil Rays,0,1,1.95,1.95,2000-05-06,Fenway Park,,2000,MLB,,,,1,9,1
Toronto Blue Jays,Cleveland Indians,6,8,1.95,1.95,2000-05-06,SkyDome,,2000,MLB,,,,14,21,1
New York Yankees,Baltimore Orioles,3,1,1.95,1.95,2000-05-06,Yankee Stadium I,,2000,MLB,,,,4,12,0
Cincinnati Reds,St. Louis Cardinals,1,3,1.95,1.95,2000-05-06,Cinergy Field,,2000,MLB,,,,4,11,1
Milwaukee Brewers,Montreal Expos,2,3,1.95,1.95,2000-05-06,Milwaukee County Stadium,,2000,MLB,,,,5,15,1
Chicago Cubs,Pittsburgh Pirates,9,11,1.95,1.95,2000-05-06,Wrigley Field,,2000,MLB,,,,20,32,0
Seattle Mariners,Anaheim Angels,1,0,1.95,1.95,2000-05-06,Safeco Field,,2000,MLB,,,,1,9,0
San Francisco Giants,Colorado Rockies,6,0,1.95,1.95,2000-05-06,PacBell Park,,2000,MLB,,,,6,18,1
Arizona Diamondbacks,San Diego Padres,10,5,1.95,1.95,2000-05-06,Bank One Ballpark,,2000,MLB,,,,15,20,0
Minnesota Twins,Detroit Tigers,6,1,1.95,1.95,2000-05-06,Hubert H. Humphrey Metrodome,,2000,MLB,,,,7,18,1
Florida Marlins,New York Mets,9,1,1.95,1.95,2000-05-06,Pro Player Stadium,,2000,MLB,,,,10,20,0
